무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
P-7512,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1420,경기도 고양시 일산서구 주엽동 71-1,37.66991537,126.7626724,주엽동 71-1 주엽역 삼성증권,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7514,경기도,고양시,시도,,중앙로,3,,경기도 고양시 일산서구 주엽동 166,37.67038555,126.7612207,주엽동 166 에비뉴프라자 앞,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7515,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1471,경기도 고양시 일산서구 주엽동 136,37.67184,126.7561586,주엽동 136 대우레시티 현대자동차,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7517,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1470,경기도 고양시 일산서구 주엽동 17,37.67241665,126.757552,주엽동 17 동부썬프라자 앞,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7518,경기도,고양시,시도,,주화로,3,,경기도 고양시 일산서구 주엽동 101,37.66848587,126.7620854,주엽동 101 강선14단지,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7520,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1388,경기도 고양시 일산서구 주엽동 73,37.66834954,126.765681,주엽동 73 태영프라자 앞,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7521,경기도,고양시,시도,,강선로,3,,경기도 고양시 일산서구 주엽동 65,37.67037914,126.7645758,주엽동 65 주엽지구대 앞,4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
SP-7228,경기도,고양시,시도,,일청로,3,경기도 고양시 일산서구 일청로 38,경기도 고양시 일산서구 일산동 590-1,37.6873103,126.7719702,일산동 590-1 일산현대홈타운3차아파트-일산농협 방면 오거리,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-7518,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1422,경기도 고양시 일산서구 주엽동 71,37.670002,126.7624059,주엽동 71 우리은행-바이더웨이 사이 골목길,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-7739,경기도,고양시,시도,,중앙로,3,,경기도 고양시 일산서구 대화동 2204,37.6764365,126.7476728,"대화동 2204 대화역 5번출구 앞, 뚜레주르 매장 맞은편",4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-7775,경기도,고양시,시도,,성저로,3,,경기도 고양시 일산서구 대화동 2376,37.68448666,126.7563813,대화동 2376 성저초교 앞 횡단보도,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-7814,경기도,고양시,시도,,대화로,3,경기도 고양시 일산서구 대화로 138,경기도 고양시 일산서구 대화동 768-3,37.6709043,126.7355148,대화동 768-3 송포동 주민센터 삼거리 대성프라자방면 횡단보도 앞,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-7901,경기도,고양시,시도,,구산로,3,,경기도 고양시 일산서구 가좌동 413-15,37.6877617,126.7188729,"가좌동 413-15 (가좌고등학교, 빠리바게트)",4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
SP-7964,경기도,고양시,시도,,가좌로,3,경기도 고양시 일산서구 가좌로 30,경기도 고양시 일산서구 가좌동 461-27,37.69152921,126.7227194,가좌동 1093 조아라마트,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-5H37,경기도,고양시,시도,,서정마을2로,3,,경기도 고양시 덕양구 행신동 1073,37.62009669,126.8501138,"행신동 1065 (서정고등학교, 아람초등학교 앞 4거리)",4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-5H47,경기도,고양시,시도,,소원로,3,,경기도 고양시 덕양구 행신동 1100,37.61364691,126.8494391,행신동1100 서정초등학교,4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-5I02,경기도,고양시,시도,,덕은로,3,,경기도 고양시 덕양구 화전동 275,37.6039882,126.8708884,"화전동 275 (어린이보호구역 덕은초교, 덕양중학교)",4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
P-7411,경기도,고양시,시도,,탄현로,3,경기도 고양시 일산서구 탄현로 136,경기도 고양시 일산서구 탄현동 1650,37.70374149,126.7665005,탄현동 1650 (일산에듀포레푸르지오 아파트 앞),4,0,,2013,경기도 고양시,031-8075-2578,2023-09-22
P-7412,경기도,고양시,시도,,산현로,3,경기도 고양시 일산서구 산현로 107,경기도 고양시 일산서구 탄현동 1591-3,37.692509,126.7729957,탄현동 1591-3 대림교회 앞(일산서구 탄현동 1594 대림교회 앞),4,0,,2009,경기도 고양시,031-8075-2578,2023-09-22
P-7413,경기도,고양시,시도,,산현로,3,경기도 고양시 일산서구 산현로 14,경기도 고양시 일산서구 일산동 2103,37.68927735,126.7632955,일산동 2103 (서광아파트 3거리 앞),4,0,,2009,경기도 고양시,031-8075-2578,2023-09-22
P-7414,경기도,고양시,시도,,탄중로,3,,경기도 고양시 일산서구 탄현동 1528,37.69304019,126.7698538,탄현동 1528 (일산메디누리병원 앞),4,0,,2007,경기도 고양시,031-8075-2578,2023-09-22
P-7415,경기도,고양시,시도,,탄현로,3,,경기도 고양시 일산서구 탄현동 1634-3,37.7023617,126.7670127,일산서구 탄현동 1634-3 예담교회앞,4,0,,2015,경기도 고양시,031-8075-2578,2023-09-22
P-7416,경기도,고양시,시도,,일현로,3,경기도 고양시 일산서구 일현로41번길 16,경기도 고양시 일산서구 탄현동 1559-6,37.69144994,126.7617185,일산서구 탄현동 1559-6 (신한 헤센스마트 코너),4,0,,2018,경기도 고양시,031-8075-2578,2023-09-22
P-7418,경기도,고양시,시도,,탄현로,3,,경기도 고양시 일산서구 탄현동 산 1-13,37.705377,126.766583,일산서구 탄현동 산 1-13 (일산에듀포레푸르지오 입구),4,0,,2018,경기도 고양시,031-8075-2578,2023-09-22
P-7501,경기도,고양시,시도,,주엽로,3,,경기도 고양시 일산서구 주엽동 144,37.67662084,126.7617477,"주엽동 144 오마초등학교, 오마중학교 인근",4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
P-7502,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산서구 중앙로 1456,경기도 고양시 일산서구 주엽동 18-2,37.671568,126.758974,일산서구 중앙로1456 서현프라자 앞)(대우시티프라자)(주엽2동 115번지 대우시티프라자),4,0,,2010,경기도 고양시,031-8075-2578,2023-09-22
P-7504,경기도,고양시,시도,,강선로,3,,경기도 고양시 일산서구 주엽동 169,37.66676679,126.7622528,주엽동 169 주엽초등학교 앞(주엽동 100 주엽초등학교 앞),4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
P-6B03,경기도,고양시,시도,,성현로,3,,경기도 고양시 일산동구 사리현동 117-1,37.69469926,126.8442691,사리현동 117-1 (벽제초등학교),4,0,,2022,경기도 고양시,031-8075-2623,2023-09-22
P-7102,경기도,고양시,시도,,강선로,3,,경기도 고양시 일산서구 일산동 1385,37.67598184,126.7692268,"일산동 1385 후곡마을16,17단지 사이",4,0,,2010,경기도 고양시,031-8075-2578,2023-09-22
P-6531,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산동구 중앙로 지하 1042,경기도 고양시 일산동구 백석동 1538,37.64316083,126.7881716,백석동 1538 (더리브스타일 앞),4,0,,,경기도 고양시,031-8075-2578,2023-09-22
P-6601,경기도,고양시,시도,,일산로,3,경기도 고양시 일산동구 일산로 24,경기도 고양시 일산동구 백석동 1326,37.64099411,126.78602,백석동 선거관리위원회앞,4,0,,2010,경기도 고양시,031-8075-2578,2023-09-22
P-6702,경기도,고양시,시도,,강송로,3,경기도 고양시 일산동구 강송로 176-3,경기도 고양시 일산동구 마두동 780,37.6546888,126.7844884,마두동 786 (정발초등학교 근처),4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
P-6704,경기도,고양시,시도,,중앙로,3,,경기도 고양시 일산동구 마두동 768,37.65248368,126.7777453,마두동 798-6 (마두역외환은행앞),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6705,경기도,고양시,시도,,강석로,3,경기도 고양시 일산동구 강석로 141,경기도 고양시 일산동구 마두동 800,37.653285,126.7780762,마두동 800(비비한의원 앞),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6707,경기도,고양시,시도,,중앙로,3,경기도 고양시 일산동구 중앙로 1200,경기도 고양시 일산동구 마두동 798-1,37.65379375,126.7772054,마두동 798-1(뉴코아우리은행),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6708,경기도,고양시,시도,,강석로,3,,경기도 고양시 일산동구 마두동 796,37.65472123,126.777715,마두동 796(뉴코아뒤),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6709,경기도,고양시,시도,,백마로,3,,경기도 고양시 일산동구 마두동 764,37.65497765,126.7768273,마두동 764(강촌7단지사거리),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6710,경기도,고양시,시도,,강석로,3,,경기도 고양시 일산동구 마두동 766,37.65110685,126.779061,마두동 804-1번지 (일산농협),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-6711,경기도,고양시,시도,,중앙로,3,,경기도 고양시 일산동구 마두동 767,37.65163869,126.778283,마두동 805(마두역8번출구),4,0,,2006,경기도 고양시,031-8075-2578,2023-09-22
P-7523,경기도,고양시,시도,,강성로,3,,경기도 고양시 일산서구 주엽동 14,37.67502151,126.7554509,주엽동 14 문촌마을 7단지 앞(주엽동 15 문촌마을11단지진출입로),4,0,,2012,경기도 고양시,031-8075-2578,2023-09-22
P-7524,경기도,고양시,시도,,주화로,3,경기도 고양시 일산서구 중앙로 1493,경기도 고양시 일산서구 주엽동 138,37.67254415,126.7540063,주엽동 138 (문촌마을12단지진출입로),4,0,,2012,경기도 고양시,031-8075-2578,2023-09-22
P-7525,경기도,고양시,시도,,대산로,3,,경기도 고양시 일산서구 주엽동 43,37.67194218,126.7710411,일산서구 주엽동 43 늘빛교회 앞(일산국제컨벤션고등학교),4,0,,2017,경기도 고양시,031-8075-2578,2023-09-22
P-7526,경기도,고양시,시도,,주화로,3,,경기도 고양시 일산서구 주엽동 173,37.66929417,126.7616676,일산서구 주엽동 173 삼부르네상스 입구,4,0,,2020,경기도 고양시,031-8075-2578,2023-09-22
P-7527,경기도,고양시,시도,,주화로,3,경기도 고양시 일산서구 주화로 82,경기도 고양시 일산서구 주엽동 113,37.67022537,126.7591005,일산서구 주엽동 113 주엽119 안전센터 후문,4,0,,2020,경기도 고양시,031-8075-2578,2023-09-22
P-7601,경기도,고양시,시도,,대산로,3,경기도 고양시 일산서구 대산로 125,경기도 고양시 일산서구 주엽동 30,37.6743262,126.7633742,주엽동 30 문촌마을 3단지 길건너)(문촌마을3단지육교앞),4,0,,2009,경기도 고양시,031-8075-2578,2023-09-22
G2580,경기도,고양시,시도,,일산로,02,경기도 고양시 일산서구 일산로 586,경기도 고양시 일산서구 일산동1053,37.67990936,126.7636068,후곡마을사거리(국립암센터→일산서구청),02,40,02,2018,경기도북부경찰청,031-961-3853,2023-11-01
G3684,경기도,고양시,시도,,권율대로,01,,경기도 고양시 덕양구 원흥동 321-6,37.635257,126.8680952,종점1차로(서울→고양),99,70,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
G3685,경기도,고양시,시도,,권율대로,01,,경기도 고양시 덕양구 원흥동 321-6,37.635257,126.8680952,종점2차로(서울→고양),99,70,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
G3686,경기도,고양시,시도,,권율대로,01,,경기도 고양시 덕양구 원흥동 321-6,37.635257,126.8680952,종점3차로(서울→고양),99,70,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
G3687,경기도,고양시,시도,,권율대로,02,,경기도 고양시 덕양구 원흥동 321-8,37.635199,126.8679003,시점1차로(고양→서울),99,70,99,2018,경기도북부경찰청,031-961-3853,2023-11-01
G3222,경기도,고양시,시도,,간절1로,01,,경기도 고양시 덕양구 향동동 567,37.594177,126.890716,향동숲내초등학교건너편(덕은교교차로→향동고등학교),02,30,02,2019,경기도북부경찰청,031-961-3853,2023-11-01
G2393,경기도,고양시,시도,,위시티4로,01,경기도 고양시 일산동구 위시티4로 79,경기도 고양시 일산동구 식사동 1510,37.68156749,126.80744,고양국제고등학교앞(동국대→위시티),02,50,99,2017,경기도북부경찰청,031-961-3853,2023-11-01
G2394,경기도,고양시,시도,,경의로,02,,경기도 고양시 일산동구 정발산동 1414,37.67680839,126.7804486,밤가시5단지삼거리(일산역→백마역),02,60,99,2017,경기도북부경찰청,031-961-3853,2023-11-01
P-6712,경기도,고양시,시도,,일산로,3,,경기도 고양시 일산동구 마두동 778,37.654588,126.7896544,일산동구 마두동 778 마두동학원가2,4,0,,2008,경기도 고양시,031-8075-2578,2023-09-22
P-6713,경기도,고양시,시도,,일산로,3,경기도 고양시 일산동구 일산로 240,경기도 고양시 일산동구 마두동723,37.65762,126.7885932,일산동구 마두동723  마두동학원가4,4,0,,2008,경기도 고양시,031-8075-2578,2023-09-22
P-6714,경기도,고양시,시도,,강석로,3,,경기도 고양시 일산동구 마두동 772,37.65287639,126.7793701,마두동 801(낙민초등학교),4,0,,2008,경기도 고양시,031-8075-2578,2023-09-22
P-6715,경기도,고양시,시도,,강석로,3,,경기도 고양시 일산동구 마두동 1005,37.65706315,126.7765922,일산동구 마두동 1005 (마두 KT 주차장 건너편),4,0,,2019,경기도 고양시,031-8075-2578,2023-09-22
P-6716,경기도,고양시,시도,,강석로,3,경기도 고양시 일산동구 강석로 119,경기도 고양시 일산동구 마두동 803,37.65190106,126.7787837,일산동구 마두동 803(뉴삼창주차타워인근),4,0,,2019,경기도 고양시,031-8075-2578,2023-09-22
P-6717,경기도,고양시,시도,,일산로,3,,경기도 고양시 일산동구 마두동 1116,37.65766732,126.7888527,일산동구 마두동 1116 백마초교입구,4,0,,2019,경기도 고양시,031-8075-2578,2023-09-22
P-6901,경기도,고양시,시도,,장백로,3,경기도 고양시 일산동구 장백로 200,경기도 고양시 일산동구 장항동 892,37.65257831,126.7763845,장항동 892 유국타워,4,0,,2014,경기도 고양시,031-8075-2578,2023-09-22
SP-6107,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 300-43,37.6849871,126.8138307,식사동 300-43 (양일초교 정문 옆 교차로),4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-6112,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 679-24,37.6792561,126.8120617,식사동 679-24 (원당농협 위-시티 지점 앞),4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-6114,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 668-21,37.6769175,126.8108599,식사동 668-21 (자이5단지 육교사거리 앞),4,0,,,경기도 고양시,031-8075-2578,2023-09-22
SP-6129,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 산122-15,37.6776685,126.8127751,식사동 산122-15 주상복합건물 뒤 중앙공원,4,0,,2011,경기도 고양시,031-8075-2578,2023-09-22
SP-6166,경기도,고양시,시도,,위시티로,3,,경기도 고양시 일산동구 식사동 633-2,37.67216343,126.8128983,식사동 633-2 자이3차 후문,4,0,,2022,경기도 고양시,031-8075-2628,2023-09-22
